# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "miRNA" "-g" "ID" "-a" "/home/shared/resources/mirna/mmu.gff3" "-o" "/home/qianhui/damagedmuscle_project/data/02_data_processed/04_featurecounts/bwa_counts.txt" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_1_sorted.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_2_sorted.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_1_sorted.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_1_sorted.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_2_sorted.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_1_sorted.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_2_sorted.bam
MIMAT0004889	chrX	59097705	59097726	-	22	0	0	0	0
MIMAT0017277	chrX	59097669	59097690	-	22	0	0	0	0
MIMAT0017259	chrX	60394451	60394473	-	23	10	0	10	18
MIMAT0003513	chrX	60394416	60394437	-	22	5	16	5	6
MIMAT0017263	chrX	66776794	66776815	-	22	206	187	129	190
MIMAT0004238	chrX	66776760	66776781	-	22	64	62	38	83
MIMAT0004839	chrX	66777302	66777322	-	21	74	26	42	25
MIMAT0004840	chrX	66777266	66777287	-	22	51	50	48	51
MIMAT0004838	chrX	66780412	66780432	-	21	10	8	9	9
MIMAT0004237	chrX	66780376	66780397	-	22	24	27	13	17
MIMAT0004848	chrX	66780803	66780824	-	22	288	313	220	335
MIMAT0004849	chrX	66780768	66780789	-	22	49	35	31	78
MIMAT0004850	chrX	66789936	66789957	-	22	66	84	116	113
MIMAT0004851	chrX	66789900	66789921	-	22	1	6	28	3
MIMAT0002112	chrX	66792634	66792655	-	22	609	766	604	702
MIMAT0017195	chrX	66792599	66792620	-	22	2187	2399	1250	2153
MIMAT0017262	chrX	66796847	66796869	-	23	124	121	43	79
MIMAT0004236	chrX	66796809	66796831	-	23	1441	1575	1430	1958
MIMAT0002104	chrX	66799273	66799294	-	22	1161	1135	619	1003
MIMAT0004758	chrX	66799236	66799257	-	22	0	0	12	13
MIMAT0017266	chrX	66800577	66800597	-	21	0	0	0	0
MIMAT0004844	chrX	66800540	66800561	-	22	173	154	59	109
MIMAT0004932	chrX	66801554	66801575	-	22	724	841	761	1115
MIMAT0004933	chrX	66801518	66801539	-	22	73	69	46	25
MIMAT0004845	chrX	66801986	66802007	-	22	117	187	172	269
MIMAT0004846	chrX	66801954	66801975	-	22	343	345	115	263
MIMAT0004841	chrX	66810472	66810494	-	23	3829	4997	2926	4501
MIMAT0017265	chrX	66810438	66810460	-	23	915	890	190	534
MIMAT0002111	chrX	66813995	66814017	-	23	5689	5971	3149	5162
MIMAT0004760	chrX	66813961	66813982	-	22	3	8	7	7
MIMAT0029880	chrX	66822691	66822713	-	23	0	0	0	0
MIMAT0029881	chrX	66822656	66822677	-	22	10	21	24	35
MIMAT0004873	chrX	66826004	66826025	-	22	1085	1174	380	950
MIMAT0004874	chrX	66825965	66825986	-	22	682	775	278	514
MIMAT0004871	chrX	66829249	66829270	-	22	2	2	2	2
MIMAT0004872	chrX	66829212	66829233	-	22	657	791	312	522
MIMAT0004873_1	chrX	66832566	66832587	-	22	1092	1169	348	972
MIMAT0004874_1	chrX	66832527	66832548	-	22	674	800	311	529
MIMAT0004871_1	chrX	66835811	66835832	-	22	0	1	0	2
MIMAT0004872_1	chrX	66835774	66835795	-	22	678	796	318	480
MIMAT0002106	chrX	66839099	66839121	-	23	8	21	12	8
MIMAT0004217	chrX	66839063	66839084	-	22	690	776	304	495
MIMAT0000234	chrX	67988135	67988156	-	22	40	118	55	105
MIMAT0017001	chrX	67988099	67988121	-	23	1	0	0	0
MIMAT0017210	chrX	67988420	67988440	-	21	0	0	0	0
MIMAT0003173	chrX	67988383	67988403	-	21	6	3	17	27
MIMAT0004890	chrX	68010149	68010170	-	22	0	0	0	0
MIMAT0004891	chrX	68010115	68010135	-	21	0	0	0	0
MIMAT0000671	chrX	72261085	72261105	-	21	4685	5614	3753	6848
MIMAT0017062	chrX	72261037	72261058	-	22	3	0	0	0
MIMAT0001637	chrX	72262271	72262292	-	22	26	12	3	11
MIMAT0017194	chrX	72262235	72262256	-	22	15	17	21	0
MIMAT0012773	chrX	72590050	72590070	-	21	0	0	0	1
MIMAT0004856	chrX	72591547	72591569	-	23	0	0	0	0
MIMAT0011213	chrX	72992113	72992133	+	21	1386	1778	262	494
MIMAT0020643	chrX	74023571	74023591	-	21	33	18	0	0
MIMAT0022988	chrX	74023534	74023554	-	21	0	7	7	0
MIMAT0003514	chrX	74023857	74023877	-	21	0	0	0	0
MIMAT0028088	chrX	74274083	74274105	-	23	8	0	0	29
MIMAT0028089	chrX	74274027	74274047	-	21	0	0	0	17
MIMAT0028090	chrX	74317367	74317389	+	23	0	0	0	0
MIMAT0028091	chrX	74317406	74317429	+	24	0	0	0	0
MIMAT0007872_1	chrX	88759485	88759506	-	22	0	0	0	0
MIMAT0029852	chrX	94274574	94274595	+	22	11	0	0	0
MIMAT0029853	chrX	94274615	94274637	+	23	0	0	0	0
MIMAT0017056	chrX	96242842	96242864	+	23	7	6	7	12
MIMAT0000665	chrX	96242884	96242905	+	22	99	108	119	100
MIMAT0003781	chrX	100381114	100381135	+	22	0	0	0	0
MIMAT0003782	chrX	100381151	100381171	+	21	5	0	0	0
MIMAT0017273	chrX	103572966	103572986	-	21	10	0	0	20
MIMAT0004869	chrX	103572930	103572952	-	23	108	128	41	125
MIMAT0003727	chrX	103573112	103573133	-	22	0	0	0	0
MIMAT0003728	chrX	103573075	103573096	-	22	0	0	0	0
MIMAT0014953	chrX	103573086	103573105	+	20	0	0	0	0
MIMAT0014954	chrX	103573113	103573131	+	19	0	0	0	0
MIMAT0003735	chrX	104116228	104116250	-	23	0	0	0	0
MIMAT0017241	chrX	104116192	104116212	-	21	0	0	0	0
MIMAT0004745	chrX	105344332	105344354	-	23	7	36	0	6
MIMAT0001076	chrX	105344292	105344313	-	22	0	9	0	3
MIMAT0000558	chrX	105379142	105379164	-	23	0	0	0	0
MIMAT0004640	chrX	105379105	105379126	-	22	0	0	0	0
MIMAT0025128	chrX	106309909	106309932	+	24	0	0	0	0
MIMAT0000704	chrX	113074867	113074888	-	22	294	425	192	297
MIMAT0017075	chrX	113074827	113074851	-	25	12	0	0	0
MIMAT0014955	chrX	134075330	134075350	+	21	0	0	0	0
MIMAT0014956	chrX	134075366	134075386	+	21	3	0	0	8
MIMAT0028092	chrX	134757636	134757657	+	22	0	0	0	0
MIMAT0028093	chrX	134757711	134757731	+	21	0	0	0	0
MIMAT0029794	chrX	135746716	135746737	+	22	0	0	0	0
MIMAT0029795	chrX	135746749	135746769	+	21	0	0	0	0
MIMAT0009444	chrX	135786174	135786196	-	23	0	0	0	3
MIMAT0025129	chrX	136183262	136183282	+	21	0	0	0	0
MIMAT0015219	chrX	140310992	140311012	+	21	0	0	0	0
MIMAT0026642	chrX	140310949	140310970	+	22	0	0	0	0
MIMAT0017260	chrX	142739020	142739043	+	24	11	15	15	51
MIMAT0003711	chrX	142739060	142739080	+	21	6158	5563	4168	6810
MIMAT0003457_2	chrX	144297790	144297810	+	21	0	0	0	0
MIMAT0015643	chrX	145039390	145039414	+	25	0	0	0	0
MIMAT0035715	chrX	146999424	146999444	+	21	0	0	0	0
MIMAT0003894	chrX	147002285	147002303	+	19	0	0	0	0
MIMAT0003895	chrX	147002324	147002345	+	22	0	0	0	0
MIMAT0014957	chrX	147009456	147009477	+	22	0	0	0	0
MIMAT0014958	chrX	147009493	147009514	+	22	0	0	0	0
MIMAT0014802	chrX	147010614	147010635	+	22	0	0	0	0
MIMAT0014803	chrX	147010655	147010676	+	22	0	0	0	0
MIMAT0014809	chrX	147064918	147064939	+	22	0	0	0	0
MIMAT0014810	chrX	147064970	147064991	+	22	0	0	0	0
MIMAT0048643	chrX	147106978	147107000	+	23	0	0	0	0
MIMAT0048644	chrX	147107015	147107036	+	22	0	0	0	0
MIMAT0017176	chrX	147158221	147158242	+	22	0	0	0	0
MIMAT0001533	chrX	147158281	147158302	+	22	0	0	0	0
MIMAT0029878	chrX	150547424	150547445	-	22	0	0	0	0
MIMAT0029879	chrX	150547385	150547406	-	22	4	1	0	0
MIMAT0014959	chrX	151859575	151859596	+	22	0	0	0	9
MIMAT0014960	chrX	151859606	151859625	+	20	0	0	0	0
MIMAT0000525_1	chrX	151912353	151912374	+	22	87819	107566	71007	110184
MIMAT0017017	chrX	151912403	151912423	+	21	80	127	89	105
MIMAT0000545	chrX	151913229	151913250	+	22	7160	9794	7128	13614
MIMAT0017023	chrX	151913287	151913308	+	22	85	146	62	73
MIMAT0015645	chrX	162874920	162874937	-	18	0	0	0	0
